"","sample","experiment","sample_type","sample_perc","args","read_count",".y.","n","statistic","df","p","method","p.adj","lab"
"2139","C175",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0.00174232073959,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2140","C175",2,"River_water","BT_CB","mupirocin",1.34417322683e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2141","C175",2,"River_water","BT_CB","nitroimidazole",0.00624361535136,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2142","C175",2,"River_water","BT_CB","nucleoside",0.000138335013495,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2143","C175",2,"River_water","BT_CB","oxazolidinone",0.000273185251841,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2144","C175",2,"River_water","BT_CB","peptide",0.0149973363259,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2145","C175",2,"River_water","BT_CB","peptide_polymyxin",0.00237029313909,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2146","C175",2,"River_water","BT_CB","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2147","C175",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2148","C175",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2149","C175",2,"River_water","BT_CB","phenicol",0.0100262305465,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2150","C175",2,"River_water","BT_CB","pleuromutilin",6.37237677906e-05,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2151","C175",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2152","C175",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2153","C175",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2154","C175",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2155","C175",2,"River_water","BT_CB","rifamycin",0.0692804803419,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2156","C175",2,"River_water","BT_CB","sulfonamide",0.00548541717719,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2157","C175",2,"River_water","BT_CB","tetracenomycin_c",2.55842636483e-05,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2158","C175",2,"River_water","BT_CB","tetracycline",0.0338892033733,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2159","C175",2,"River_water","BT_CB","triclosan",0.0151921693036,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2160","C175",2,"River_water","BT_CB","unclassified",0.0324938840032,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2161","C176",2,"River_water","BT_CB","aminoglycoside",0.0677446565755,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2162","C176",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",0.000111904976108,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2163","C176",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.000133178578337,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2164","C176",2,"River_water","BT_CB","bacitracin",0.144289476873,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2165","C176",2,"River_water","BT_CB","beta_lactam",0.0309303815751,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2166","C176",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2167","C176",2,"River_water","BT_CB","diaminopyrimidine",0.00426171450679,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2168","C176",2,"River_water","BT_CB","fluoroquinolone",0.011559170854,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2169","C176",2,"River_water","BT_CB","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"2170","C176",2,"River_water","BT_CB","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2171","C176",2,"River_water","BT_CB","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"2172","C176",2,"River_water","BT_CB","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2173","C176",2,"River_water","BT_CB","fosfomycin",0.00113645720181,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"2174","C176",2,"River_water","BT_CB","fosmidomycin",0.0303101451264,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"2175","C176",2,"River_water","BT_CB","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2176","C176",2,"River_water","BT_CB","glycopeptide",0.00829597795845,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"2177","C176",2,"River_water","BT_CB","mls",0.0713478046643,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"2178","C176",2,"River_water","BT_CB","multidrug",0.939748765765,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"2179","C176",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0.00329069094828,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2180","C176",2,"River_water","BT_CB","mupirocin",1.24854917191e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2181","C176",2,"River_water","BT_CB","nitroimidazole",0.00575551134423,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2182","C176",2,"River_water","BT_CB","nucleoside",0.000192740857091,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2183","C176",2,"River_water","BT_CB","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2184","C176",2,"River_water","BT_CB","peptide",0.0109181817124,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2185","C176",2,"River_water","BT_CB","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2186","C176",2,"River_water","BT_CB","peptide_peptide_polymyxin",0.00156434535521,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2187","C176",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2188","C176",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2189","C176",2,"River_water","BT_CB","phenicol",0.00277235743705,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2190","C176",2,"River_water","BT_CB","pleuromutilin",0.000157841278029,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2191","C176",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2192","C176",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2193","C176",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2194","C176",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2195","C176",2,"River_water","BT_CB","rifamycin",0.111253178704,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2196","C176",2,"River_water","BT_CB","sulfonamide",0.00122661893553,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2197","C176",2,"River_water","BT_CB","tetracenomycin_c",7.12926218608e-05,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2198","C176",2,"River_water","BT_CB","tetracycline",0.0324374165299,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2199","C176",2,"River_water","BT_CB","triclosan",0.0127320931323,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2200","C176",2,"River_water","BT_CB","unclassified",0.0363121427839,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2201","C177",2,"River_water","BT_CB","aminoglycoside",0.0450533506089,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2202","C177",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",0.000174256434893,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2203","C177",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.000362920791162,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2204","C177",2,"River_water","BT_CB","bacitracin",0.133089947905,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2205","C177",2,"River_water","BT_CB","beta_lactam",0.0197035523496,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2206","C177",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2207","C177",2,"River_water","BT_CB","diaminopyrimidine",0.00472195842566,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2208","C177",2,"River_water","BT_CB","fluoroquinolone",0.0100323197736,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2209","C177",2,"River_water","BT_CB","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"2210","C177",2,"River_water","BT_CB","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2211","C177",2,"River_water","BT_CB","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"2212","C177",2,"River_water","BT_CB","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2213","C177",2,"River_water","BT_CB","fosfomycin",0.000214843140503,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"2214","C177",2,"River_water","BT_CB","fosmidomycin",0.0276780845887,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"2215","C177",2,"River_water","BT_CB","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2216","C177",2,"River_water","BT_CB","glycopeptide",0.0190828868655,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"2217","C177",2,"River_water","BT_CB","mls",0.0709554405354,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"2218","C177",2,"River_water","BT_CB","multidrug",1.0418937456,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"2219","C177",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0.000777031133337,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2220","C177",2,"River_water","BT_CB","mupirocin",4.8605463102e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2221","C177",2,"River_water","BT_CB","nitroimidazole",0.00444698230113,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2222","C177",2,"River_water","BT_CB","nucleoside",0,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2223","C177",2,"River_water","BT_CB","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2224","C177",2,"River_water","BT_CB","peptide",0.013450398437,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2225","C177",2,"River_water","BT_CB","peptide_polymyxin",0.00111272736315,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2226","C177",2,"River_water","BT_CB","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2227","C177",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2228","C177",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2229","C177",2,"River_water","BT_CB","phenicol",0.00213757617266,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2230","C177",2,"River_water","BT_CB","pleuromutilin",4.608517983e-05,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2231","C177",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2232","C177",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2233","C177",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2234","C177",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2235","C177",2,"River_water","BT_CB","rifamycin",0.0991073919924,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2236","C177",2,"River_water","BT_CB","sulfonamide",0.00117542716969,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2237","C177",2,"River_water","BT_CB","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2238","C177",2,"River_water","BT_CB","tetracycline",0.0295711359281,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2239","C177",2,"River_water","BT_CB","triclosan",0.0125978906523,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2240","C177",2,"River_water","BT_CB","unclassified",0.0379892364019,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2241","C178",2,"River_water","BT_CB","aminoglycoside",0.0334745540381,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2242","C178",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",0.000365188450615,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2243","C178",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.000869224593391,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2244","C178",2,"River_water","BT_CB","bacitracin",0.128038162328,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2245","C178",2,"River_water","BT_CB","beta_lactam",0.0213472798194,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2246","C178",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2247","C178",2,"River_water","BT_CB","diaminopyrimidine",0.000237736640927,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2248","C178",2,"River_water","BT_CB","fluoroquinolone",0.00878183333492,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2249","C178",2,"River_water","BT_CB","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"2250","C178",2,"River_water","BT_CB","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2251","C178",2,"River_water","BT_CB","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"2252","C178",2,"River_water","BT_CB","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2253","C178",2,"River_water","BT_CB","fosfomycin",0,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"2254","C178",2,"River_water","BT_CB","fosmidomycin",0.0162368327299,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"2255","C178",2,"River_water","BT_CB","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2256","C178",2,"River_water","BT_CB","glycopeptide",0.0181438145011,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"2257","C178",2,"River_water","BT_CB","mls",0.0473762737731,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"2258","C178",2,"River_water","BT_CB","multidrug",0.906040753756,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"2259","C178",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2260","C178",2,"River_water","BT_CB","mupirocin",0,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2261","C178",2,"River_water","BT_CB","nitroimidazole",0.0029312682737,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2262","C178",2,"River_water","BT_CB","nucleoside",0.000279549617975,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2263","C178",2,"River_water","BT_CB","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2264","C178",2,"River_water","BT_CB","peptide",0.0131194117789,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2265","C178",2,"River_water","BT_CB","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2266","C178",2,"River_water","BT_CB","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2267","C178",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2268","C178",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2269","C178",2,"River_water","BT_CB","phenicol",0.00226425381801,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2270","C178",2,"River_water","BT_CB","pleuromutilin",2.8616447519e-05,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2271","C178",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2272","C178",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2273","C178",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0.000756304177935,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2274","C178",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2275","C178",2,"River_water","BT_CB","rifamycin",0.125249672404,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2276","C178",2,"River_water","BT_CB","sulfonamide",0.000615834398269,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2277","C178",2,"River_water","BT_CB","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2278","C178",2,"River_water","BT_CB","tetracycline",0.0267950701063,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2279","C178",2,"River_water","BT_CB","triclosan",0.00511676330494,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2280","C178",2,"River_water","BT_CB","unclassified",0.0333025368026,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2281","C179",2,"River_water","BT_CB","aminoglycoside",0.0931451763627,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2282","C179",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",0.000297786704736,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2283","C179",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.000686644571288,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2284","C179",2,"River_water","BT_CB","bacitracin",0.0906431047217,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2285","C179",2,"River_water","BT_CB","beta_lactam",0.0696280508898,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2286","C179",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
